   32.445017    13.491205
   33.335052    13.135544
   35.115120    12.454081
   36.005155    12.127959
   36.895189    11.811364
   37.785223    11.504138
   38.675258    11.206125
   39.565292    10.917169
   41.345361    10.365813
   42.235395    10.103107
   43.125430     9.848849
   44.015464     9.602888
   44.905498     9.365075
   45.795533     9.135264
   46.685567     8.913308
   47.575601     8.699062
   49.355670     8.293126
   50.245704     8.101152
   51.135739     7.916320
   52.025773     7.738489
   52.915808     7.567523
   53.805842     7.403285
   54.695876     7.245638
   55.585911     7.094447
   57.365979     6.810905
   58.256014     6.678289
   59.146048     6.551604
   60.036082     6.430719
   60.926117     6.315509
   61.816151     6.205845
   62.706186     6.101603
   63.596220     6.002658
   65.376289     5.820171
   66.266323     5.736385
   67.156357     5.657412
   68.046392     5.583133
   68.936426     5.513430
   69.826460     5.448188
   70.716495     5.387292
   71.606529     5.330628
   73.386598     5.229546
   74.276632     5.184906
   75.166667     5.144055
   76.056701     5.106885
   76.946735     5.073288
   77.836770     5.043159
   78.726804     5.016394
   79.616838     4.992889
   81.396907     4.955252
   82.286942     4.940920
   83.176976     4.929445
   84.067010     4.920732
   84.957045     4.914683
   85.847079     4.911204
   86.737113     4.910199
   87.627148     4.911577
   89.407216     4.921114
   90.297251     4.929093
   91.187285     4.939095
   92.077320     4.951031
   92.967354     4.964817
   93.857388     4.980367
   94.747423     4.997597
   95.637457     5.016426
   97.417526     5.058555
   98.307560     5.081695
   99.197595     5.106115
  100.087629     5.131739
  100.977663     5.158490
  101.867698     5.186294
  102.757732     5.215078
  103.647766     5.244771
  105.427835     5.306597
  106.317869     5.338593
  107.207904     5.371220
  108.097938     5.404412
  108.987973     5.438104
  109.878007     5.472232
  110.768041     5.506734
  111.658076     5.541546
  113.438144     5.611866
  114.328179     5.647256
  115.218213     5.682722
  116.108247     5.718209
  116.998282     5.753662
  117.888316     5.789028
  118.778351     5.824254
  119.668385     5.859289
  120.558419     5.894083
  122.338488     5.962753
  123.228522     5.996536
  124.118557     6.029888
  125.008591     6.062767
  125.898625     6.095129
  126.788660     6.126931
  127.678694     6.158134
  128.568729     6.188698
  130.348797     6.247755
  131.238832     6.276174
  132.128866     6.303808
  133.018900     6.330621
  133.908935     6.356582
  134.798969     6.381658
  135.689003     6.405819
  136.579038     6.429037
  138.359107     6.472530
  139.249141     6.492753
  140.139175     6.511927
  141.029210     6.530028
  141.919244     6.547035
  142.809278     6.562926
  143.699313     6.577681
  144.589347     6.591282
  146.369416     6.614951
  147.259450     6.624987
  148.149485     6.633805
  149.039519     6.641393
  149.929553     6.647737
  150.819588     6.652828
  151.709622     6.656657
  152.599656     6.659214
  154.379725     6.660486
  155.269759     6.659191
  156.159794     6.656602
  157.049828     6.652718
  157.939863     6.647537
  158.829897     6.641059
  159.719931     6.633284
  160.609966     6.624215
  162.390034     6.602208
  163.280069     6.589281
  164.170103     6.575079
  165.060137     6.559610
  165.950172     6.542884
  166.840206     6.524911
  167.730241     6.505702
  168.620275     6.485269
  170.400344     6.440789
  171.290378     6.416773
  172.180412     6.391595
  173.070447     6.365273
  173.960481     6.337828
  174.850515     6.309279
  175.740550     6.279648
  176.630584     6.248958
  178.410653     6.184501
  179.300687     6.150784
  180.190722     6.116112
  181.080756     6.080514
  181.970790     6.044018
  182.860825     6.006657
  183.750859     5.968462
  184.640893     5.929467
  186.420962     5.849216
  187.310997     5.808032
  188.201031     5.766192
  189.091065     5.723737
  189.981100     5.680706
  190.871134     5.637141
  191.761168     5.593084
  192.651203     5.548579
  194.431271     5.458407
  195.321306     5.412832
  196.211340     5.366997
  197.101375     5.320950
  197.991409     5.274742
  198.881443     5.228426
  199.771478     5.182053
  200.661512     5.135678
  202.441581     5.043147
  203.331615     4.997105
  204.221649     4.951289
  205.111684     4.905759
  206.001718     4.860578
  206.891753     4.815807
  207.781787     4.771510
  208.671821     4.727750
  209.561856     4.684595
  211.341924     4.600367
  212.231959     4.559430
  213.121993     4.519373
  214.012027     4.480266
  214.902062     4.442182
  215.792096     4.405195
  216.682131     4.369380
  217.572165     4.334814
  219.352234     4.269737
  220.242268     4.239385
  221.132302     4.210597
  222.022337     4.183457
  222.912371     4.158046
  223.802405     4.134450
  224.692440     4.112753
  225.582474     4.093043
  227.362543     4.059935
  228.252577     4.046716
  229.142612     4.035842
  230.032646     4.027404
  230.922680     4.021497
  231.812715     4.018216
  232.702749     4.017656
  233.592784     4.019914
  235.372852     4.033280
  236.262887     4.044588
  237.152921     4.059114
  238.042955     4.076961
  238.932990     4.098233
  239.823024     4.123036
  240.713058     4.151475
  241.603093     4.183658
  243.383162     4.259693
  244.273196     4.303765
  245.163230     4.352024
  246.053265     4.404581
  246.943299     4.461551
  247.833333     4.523051
  248.723368     4.589197
  249.613402     4.660106
  251.393471     4.816693
  252.283505     4.902613
  253.173540     4.993780
  254.063574     5.090317
  254.953608     5.192351
  255.843643     5.300005
  256.733677     5.413409
  257.623711     5.532690
  259.403780     5.789402
  260.293814     5.927096
  261.183849     6.071193
  262.073883     6.221825
  262.963918     6.379129
  263.853952     6.543241
  264.743986     6.714299
  265.634021     6.892442
  267.414089     7.270541
  268.304124     7.470781
  269.194158     7.678672
  270.084192     7.894359
  270.974227     8.117987
  271.864261     8.349703
  272.754296     8.589656
  273.644330     8.837995
  275.424399     9.360431
  276.314433     9.634833
  277.204467     9.918229
  278.094502    10.210773
  278.984536    10.512623
  279.874570    10.823935
  280.764605    11.144868
  281.654639    11.475582
  283.434708    12.166994
  284.324742    12.528019
  285.214777    12.899474
  286.104811    13.281524
  287.884880    14.078081
  288.774914    14.492924
  289.664948    14.919036
  290.554983    15.356589
