2.180130722932330656e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.678399952255639249e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.778053798120300755e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.877707643984962260e+01 1.288685059670739577e+02 1.956045282483076164e+01
2.977361489849624121e+01 -3.788947543536993408e+02 6.599935342141895589e+00
3.077015335714285627e+01 7.279872656149088925e+02 1.475837114050696641e+01
3.176669181578947487e+01 7.802927876779093594e+02 3.146546828005820018e+01
3.276323027443608993e+01 1.020450736190781186e+03 1.228813693619051506e+01
3.375976873308270854e+01 9.419116388802478923e+02 2.971910515171843681e+00
3.475630719172932004e+01 8.372575055061302010e+02 1.223664239359432493e+01
3.575284565037593865e+01 7.875590142784080854e+02 1.074071496347154664e+01
3.674938410902255725e+01 2.863482020726246091e+01 2.287661239206885799e+00
3.774592256766916876e+01 3.878531617645076608e+02 6.322758315929107198e+00
3.874246102631578736e+01 6.317686885384746347e+02 5.029884940137383964e+00
3.973899948496240597e+01 4.729491142501607897e+02 5.395884370144938380e+00
4.073553794360902458e+01 1.342606370271530523e+02 4.807422264496136854e+00
4.173207640225564319e+01 7.309163293547862850e+02 2.766297753342985111e+00
4.272861486090225469e+01 1.539058942102329411e+03 2.448588610743887450e+00
4.372515331954887330e+01 1.524157694609347345e+03 4.927328792060153617e+00
4.472169177819549191e+01 1.135674871665103637e+03 5.454298330308055220e+00
4.571823023684210341e+01 8.939433830686613192e+02 2.092618596718371471e+00
4.671476869548872202e+01 8.506385599750406072e+02 2.689105172958436984e+00
4.771130715413534062e+01 1.102871028103071694e+03 2.292276353490910523e+00
4.870784561278195213e+01 1.198157843288988261e+03 1.695661959372472660e+00
4.970438407142857073e+01 1.110973779432263200e+03 6.940831423332567418e-01
5.070092253007518934e+01 1.131091855692206991e+03 3.971919909767168133e-01
5.169746098872180085e+01 1.180239249910653825e+03 5.275945091874888471e-01
5.269399944736841945e+01 1.226281984968271217e+03 1.085578339076863630e+00
5.369053790601503806e+01 1.180640141871559081e+03 1.140504820049979218e+00
5.468707636466164956e+01 1.069084164313662086e+03 1.661728573227268413e+00
5.568361482330827528e+01 1.118275417678590202e+03 1.106124415361801505e+00
5.668015328195488678e+01 9.600169757112855677e+02 7.532084403777934423e-01
5.767669174060149828e+01 1.047022641830963039e+03 1.131583044764058466e+00
5.867323019924812399e+01 1.287398236099679707e+03 2.199534756396372082e+00
5.966976865789473550e+01 1.219519335394104473e+03 1.608367072820066968e+00
6.066630711654134700e+01 1.107220686413276326e+03 4.160439607663281580e-01
6.166284557518797271e+01 1.217882018697137028e+03 1.733269243186735586e+00
6.265938403383458422e+01 1.263743918244366796e+03 2.348901465506504138e+00
6.365592249248120282e+01 1.161634909541566458e+03 8.259929985898694094e-01
6.465246095112780722e+01 1.166346345207494096e+03 6.838519933803488549e-01
6.564899940977443293e+01 1.247398275235683059e+03 1.277231370966187107e+00
6.664553786842105865e+01 1.300274524671240897e+03 1.146005764511187852e+00
6.764207632706765594e+01 1.164596653376641370e+03 1.136591133569181178e+00
6.863861478571428165e+01 1.161197953972221512e+03 7.161680645981373106e-01
6.963515324436090737e+01 1.236994270401725316e+03 6.638677907216982144e-01
7.063169170300750466e+01 1.184265583652394525e+03 9.585164492371451850e-01
7.162823016165413037e+01 1.253025509353434927e+03 7.501765350339856253e-01
7.262476862030075608e+01 1.324575052901079289e+03 1.383970749351318474e+00
7.362130707894736759e+01 1.373838437539030338e+03 1.239327407749439836e+00
7.461784553759397909e+01 1.332405324949236956e+03 7.472135957131424977e-01
7.561438399624060480e+01 1.297867495334555088e+03 8.675737157678182765e-01
7.661092245488721630e+01 1.382649622195438042e+03 6.851912445193418799e-01
7.760746091353382781e+01 1.348628243764678018e+03 7.616185339054668546e-01
7.860399937218045352e+01 1.312910810763302607e+03 1.379752773992279469e+00
7.960053783082706502e+01 1.400514413727527653e+03 1.441286245049348658e+00
8.059707628947367652e+01 1.391344510468886710e+03 1.167463212102206604e+00
8.159361474812030224e+01 1.456574796277842097e+03 1.086592317095803839e+00
8.259015320676692795e+01 1.631129029048978055e+03 1.916285520385090591e+00
8.358669166541352524e+01 1.635066713172802793e+03 2.127925578404715967e+00
8.458323012406015096e+01 1.595426399753224132e+03 9.829959510356727215e-01
8.557976858270677667e+01 1.581101781825702119e+03 2.839420007744870023e-01
8.657630704135337396e+01 1.639968609503422613e+03 1.375222950095198904e+00
8.757284549999999967e+01 1.712255568711467731e+03 1.877510267841020486e+00
8.856938395864662539e+01 1.775419091904815787e+03 1.127641921303571326e+00
8.956592241729322268e+01 1.713055182632456308e+03 9.309218516727696402e-01
9.056246087593984839e+01 1.832604458804448768e+03 3.034249410680228687e-01
9.155899933458647411e+01 2.048351958977842514e+03 1.199441094036083566e+00
9.255553779323307140e+01 1.949196349828566781e+03 9.789788069572950002e-01
9.355207625187969711e+01 1.877362663250009518e+03 1.135659631567544903e+00
9.454861471052632282e+01 1.875157894153159305e+03 1.269397750927606872e+00
9.554515316917292012e+01 2.038039349734182679e+03 1.070314406375248772e+00
9.654169162781954583e+01 2.196589720528381804e+03 6.820205822966380893e-01
9.753823008646617154e+01 2.178266909746384044e+03 1.085683105842433216e+00
9.853476854511276883e+01 2.251080564603068979e+03 9.871786430364218878e-01
9.953130700375939455e+01 2.345501744220021465e+03 1.765273461160693502e+00
1.005278454624060203e+02 2.304120360553821683e+03 7.904299806608270362e-01
1.015243839210526176e+02 2.260104563534957833e+03 1.518352204437932507e+00
1.025209223796992433e+02 2.584500108129071123e+03 1.670436544616582530e+00
1.035174608383458690e+02 2.768836583068084565e+03 2.089260807625432648e+00
1.045139992969924805e+02 2.864203711362005379e+03 2.160677187151224032e+00
1.055105377556390920e+02 2.902465415350924104e+03 2.018762090939721254e+00
1.065070762142857177e+02 2.746782950901043932e+03 2.922224393436827938e+00
1.075036146729323292e+02 2.846430176925794058e+03 3.998626703258477466e+00
1.085001531315789407e+02 2.978480025298172677e+03 3.601649203592080628e+00
1.094966915902255664e+02 3.362513606775744847e+03 2.992282124577955393e+00
1.104932300488721779e+02 3.782318169130212482e+03 4.103523364878025603e+00
1.114897685075187894e+02 3.497138610019096632e+03 6.801929570715884665e+00
