3.005239311240310229e+01 -4.618527782440651208e-14
3.105112533720929946e+01 -4.054651081082099040e-01
3.204985756201550373e+01 -4.263256414560601115e-14
3.304858978682170800e+01 -4.973799150320701301e-14
3.404732201162790517e+01 6.931471805599027647e-01
3.504605423643410944e+01 6.931471805599027647e-01
3.604478646124030661e+01 -1.098612288668158854e+00
3.704351868604651088e+01 -9.162907318741968510e-01
3.804225091085271515e+01 -1.252762968495417795e+00
3.904098313565891232e+01 -2.079441541679878824e+00
4.003971536046511659e+01 -1.791759469228097146e+00
4.103844758527131376e+01 -2.564949357461586033e+00
4.203717981007751803e+01 -2.740840023925242619e+00
4.303591203488372230e+01 -2.917770732084328245e+00
4.403464425968991947e+01 -3.295836866004371757e+00
4.503337648449612374e+01 -3.828641396489137705e+00
4.603210870930232801e+01 -3.941581807669733095e+00
4.703084093410852518e+01 -4.051784947803353631e+00
4.802957315891472945e+01 -4.356708826689640546e+00
4.902830538372092661e+01 -4.682131227124262551e+00
5.002703760852713089e+01 -4.859812404361715465e+00
5.102576983333333516e+01 -5.010635294096298153e+00
5.202450205813953232e+01 -5.244389024522530640e+00
5.302323428294573660e+01 -5.413875707182358887e+00
5.402196650775193376e+01 -5.603962139374032425e+00
5.502069873255813803e+01 -5.744604469176498363e+00
5.601943095736434231e+01 -5.967427969279783362e+00
5.701816318217053947e+01 -6.005120873555517491e+00
5.801689540697674374e+01 -6.245137303457064526e+00
5.901562763178294091e+01 -6.401087665364852519e+00
6.001435985658914518e+01 -6.540308238061536272e+00
6.101309208139534945e+01 -6.570882962339626765e+00
6.201182430620154662e+01 -6.717199917261128306e+00
6.301055653100775089e+01 -6.913737350659727277e+00
6.400928875581395516e+01 -6.977281341630797051e+00
6.500802098062015943e+01 -7.063903961472110637e+00
6.600675320542634950e+01 -7.145196134997213733e+00
6.700548543023256798e+01 -7.242797922793798193e+00
6.800421765503875804e+01 -7.345364840416925389e+00
6.900294987984494810e+01 -7.390181428226472171e+00
7.000168210465116658e+01 -7.478169694159827685e+00
7.100041432945735664e+01 -7.541948316698454668e+00
7.199914655426357513e+01 -7.612336837167788417e+00
7.299787877906976519e+01 -7.659642954564739092e+00
7.399661100387595525e+01 -7.708859601047216792e+00
7.499534322868217373e+01 -7.766840537085554885e+00
7.599407545348836379e+01 -7.789247505313639408e+00
7.699280767829458227e+01 -7.839328634387491057e+00
7.799153990310077234e+01 -7.882314918980324769e+00
7.899027212790696240e+01 -7.892078421248161391e+00
7.998900435271318088e+01 -7.944314843247279434e+00
8.098773657751937094e+01 -7.973499964024671982e+00
8.198646880232558942e+01 -7.984121958702969479e+00
8.298520102713177948e+01 -8.002359546252765909e+00
8.398393325193798375e+01 -7.963634025063374366e+00
8.498266547674418803e+01 -8.037543185118753541e+00
8.598139770155037809e+01 -7.998167371084949018e+00
8.698012992635659657e+01 -8.015822726421044209e+00
8.797886215116278663e+01 -8.003028666384789602e+00
8.897759437596899090e+01 -8.020106093760787758e+00
8.997632660077519517e+01 -7.996485567795852845e+00
9.097505882558138524e+01 -8.000852386962179708e+00
9.197379105038760372e+01 -7.964677140596080562e+00
9.297252327519379378e+01 -7.955249696471692999e+00
9.397125549999998384e+01 -7.941651252930597593e+00
9.496998772480620232e+01 -7.936302693202001990e+00
9.596871994961239238e+01 -7.888896983175951227e+00
9.696745217441861087e+01 -7.868828153628228073e+00
9.796618439922480093e+01 -7.854769183499175078e+00
9.896491662403100520e+01 -7.813793634391997145e+00
9.996364884883720947e+01 -7.806696372521221505e+00
1.009623810736433995e+02 -7.768110378526031035e+00
1.019611132984496180e+02 -7.743703258173796122e+00
1.029598455232558081e+02 -7.718240951959358220e+00
1.039585777480620123e+02 -7.682482446534561582e+00
1.049573099728682166e+02 -7.626570206290702814e+00
1.059560421976744067e+02 -7.603149932082604145e+00
1.069547744224806252e+02 -7.569411792450753573e+00
1.079535066472868152e+02 -7.527793987721486779e+00
1.089522388720930195e+02 -7.508238774678719807e+00
1.099509710968992238e+02 -7.451532002887856443e+00
1.109497033217054138e+02 -7.420279459383751330e+00
1.119484355465116323e+02 -7.371174780350900235e+00
1.129471677713178224e+02 -7.332369205929104794e+00
1.139458999961240266e+02 -7.298106749280309558e+00
1.149446322209302309e+02 -7.247792581767888542e+00
1.159433644457364210e+02 -7.253824177133687101e+00
1.169420966705426395e+02 -7.175107084960709258e+00
1.179408288953488295e+02 -7.157346000311237688e+00
1.189395611201550338e+02 -7.116394144093521668e+00
1.199382933449612381e+02 -7.043159915988382203e+00
1.209370255697674281e+02 -7.042286171939785788e+00
1.219357577945736466e+02 -6.980075940561805581e+00
1.229344900193798367e+02 -6.986566459406469143e+00
1.239332222441860409e+02 -6.893149126592831522e+00
1.249319544689922452e+02 -6.888572459565405204e+00
1.259306866937984353e+02 -6.874198495453336832e+00
1.269294189186046538e+02 -6.834108738813880812e+00
1.279281511434108438e+02 -6.749345542234552298e+00
1.289268833682170339e+02 -6.720823109630555514e+00
