3.005239311240310229e+01 1.981810609323825467e+00 2.064628780299386790e+01
3.105112533720929946e+01 1.970614275865560039e+00 7.081472184154341321e+00
3.204985756201550373e+01 3.081487680105509774e+00 5.662570709000696212e+01
3.304858978682170800e+01 2.747388357396210345e+00 3.514830400323945980e+01
3.404732201162790517e+01 1.631726590029536794e+00 8.366724047575829104e+01
3.504605423643410944e+01 2.000876221023144552e+00 3.125326640440675519e+01
3.604478646124030661e+01 3.058599726297438259e+00 3.005090990147770924e+01
3.704351868604651088e+01 2.243035151699675822e+00 3.292333368578149333e+01
3.804225091085271515e+01 6.596973799748617751e-01 2.265981438295364470e+01
3.904098313565891232e+01 2.739456779899152039e-01 1.433966708886421593e+01
4.003971536046511659e+01 5.906365403112090462e-01 1.608536661876392060e+01
4.103844758527131376e+01 2.637405465095042700e+00 4.616184362000736741e+01
4.203717981007751803e+01 2.441788160802731866e+00 3.170192948615250117e+01
4.303591203488372230e+01 1.068165679985286332e+00 1.986578396535439772e+00
4.403464425968991947e+01 1.593735561032501913e+00 1.240120365592592755e+01
4.503337648449612374e+01 1.724062158720542470e+00 1.068300420146418617e+01
4.603210870930232801e+01 1.093943511663332480e+00 6.909783728159536231e+00
4.703084093410852518e+01 5.505153730862675232e-01 8.498222945701595421e+00
4.802957315891472945e+01 7.047359447304089031e-01 6.631539417524796143e+00
4.902830538372092661e+01 1.097833601257454994e+00 1.052390316870302378e+01
5.002703760852713089e+01 1.005796938930037854e+00 6.700129967089137217e+00
5.102576983333333516e+01 5.604169113006509662e-01 1.785509832645423511e+00
5.202450205813953232e+01 6.110864504666704278e-01 5.206746746583457153e+00
5.302323428294573660e+01 8.955112215888565430e-01 5.824060889150906917e+00
5.402196650775193376e+01 9.504214049688464172e-01 8.225866164012849424e+00
5.502069873255813803e+01 8.029203772455710819e-01 7.446648023782246106e+00
5.601943095736434231e+01 8.815603700872660653e-01 5.596344054426671377e+00
5.701816318217053947e+01 8.177299602908654208e-01 6.159656155604900540e+00
