2.750000000000000000e+01 1.414969875959089762e+01
2.850000000000000000e+01 1.345655157903095045e+01
2.950000000000000000e+01 1.305108647092278673e+01
3.050000000000000000e+01 1.235793929036283956e+01
3.150000000000000000e+01 1.137711003735111248e+01
3.250000000000000000e+01 1.085386189358656495e+01
3.350000000000000000e+01 1.000656403319936416e+01
3.450000000000000000e+01 9.514969771361258211e+00
3.550000000000000000e+01 9.139063465494640326e+00
3.650000000000000000e+01 8.566202450809196733e+00
3.750000000000000000e+01 8.007661354003538179e+00
3.850000000000000000e+01 7.567673620698069037e+00
3.950000000000000000e+01 7.075581943393532747e+00
4.050000000000000000e+01 6.676629671558697687e+00
4.150000000000000000e+01 6.281061865406727840e+00
4.250000000000000000e+01 5.897513323587566525e+00
4.350000000000000000e+01 5.544494690851943908e+00
4.450000000000000000e+01 5.193090020696945253e+00
4.550000000000000000e+01 4.855476903634010633e+00
4.650000000000000000e+01 4.544482481060817314e+00
4.750000000000000000e+01 4.238788821239128701e+00
4.850000000000000000e+01 3.958029259561334889e+00
4.950000000000000000e+01 3.686538277894793048e+00
5.050000000000000000e+01 3.426299225703324680e+00
5.150000000000000000e+01 3.194463437800608041e+00
5.250000000000000000e+01 2.969913089997231026e+00
5.350000000000000000e+01 2.752509676103270131e+00
5.450000000000000000e+01 2.555608140203158740e+00
5.550000000000000000e+01 2.367395222966922397e+00
5.650000000000000000e+01 2.189852792631981515e+00
5.750000000000000000e+01 2.027556786751168794e+00
5.850000000000000000e+01 1.877370318283656303e+00
5.950000000000000000e+01 1.732688756145354780e+00
6.050000000000000000e+01 1.600465579765140589e+00
6.150000000000000000e+01 1.474926459620717445e+00
6.250000000000000000e+01 1.361374182018191270e+00
6.350000000000000000e+01 1.256441675365145727e+00
6.450000000000000000e+01 1.162568793852664761e+00
6.550000000000000000e+01 1.072598473795812524e+00
6.650000000000000000e+01 9.913622443945291351e-01
6.750000000000000000e+01 9.177655381948026658e-01
6.850000000000000000e+01 8.515014915281664543e-01
6.950000000000000000e+01 7.887689768745618224e-01
7.050000000000000000e+01 7.339332007959038506e-01
7.150000000000000000e+01 6.861997504006964732e-01
7.250000000000000000e+01 6.459020717217391905e-01
7.350000000000000000e+01 6.085263679868218034e-01
7.450000000000000000e+01 5.782502776189675231e-01
7.550000000000000000e+01 5.538926733599982555e-01
7.650000000000000000e+01 5.289095186781374025e-01
7.750000000000000000e+01 5.113586481980751941e-01
7.850000000000000000e+01 4.973214374189351972e-01
7.950000000000000000e+01 4.888159952545692022e-01
8.050000000000000000e+01 4.828529566937200812e-01
8.150000000000000000e+01 4.782837706117781806e-01
8.250000000000000000e+01 4.787377864939594829e-01
8.350000000000000000e+01 4.841684232499128271e-01
8.450000000000000000e+01 4.874407848633799389e-01
